"spkid","full_name","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","diameter","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per","per_y","moid","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
20003352,"  3352 McAuliffe (1981 CW)",3352,McAuliffe,,Y,N,0,15.97,,,,,,,,,,2.206,,,,,A,,,,"JPL 401",2460000.5,60000,2023-02-25.0,J2000,0.3691,1.879,1.185,4.77,107.33,16.12,118.13,2.57,0.3827,2459691.85,2022-04-22.3,941,2.58,0.202,78.7,2.52,3.88,1.9e-08,2.6e-09,3.6e-08,2.3e-06,3.9e-05,4.0e-05,6.3e-06,3.6e-09,7.9e-10,1.6e-05,1.9e-06,AMO,"Otto Matic",15493,1981-02-06,2023-07-09,2328,,,0,.42217,,,,,,,,,
20003360,"  3360 Syrinx (1981 VA)",3360,Syrinx,,Y,N,0,16.04,,,,,,,1.8,,0.17,,,,,,,,,,"JPL 134",2460000.5,60000,2023-02-25.0,J2000,0.7456,2.467,0.627,21.14,242.48,63.56,257.00,4.31,0.2544,2460405.38,2024-04-04.8,1.42e+03,3.87,0.107,41.7,1.78,2.96,3.2e-08,8.5e-09,8.0e-08,8.2e-06,1.6e-05,1.6e-05,6.1e-06,1.5e-08,1.3e-09,2.6e-05,7.3e-06,APO,"Otto Matic",15056,1981-11-04,2023-01-24,563,,,0,.45107,,,,,,,,,
20003361,"  3361 Orpheus (1982 HR)",3361,Orpheus,,Y,Y,0,19.56,,,,,,,0.3,,0.357,3.5327,,1.022,0.503,,,,,,"JPL 182",2460000.5,60000,2023-02-25.0,J2000,0.3229,1.21,0.820,2.66,188.68,302.36,300.45,1.60,0.7401,2460080.97,2023-05-16.4,486,1.33,0.0141,5.5,3.45,5.21,3.6e-08,1.8e-09,4.4e-08,2.3e-06,3.6e-05,3.6e-05,1.4e-06,2.3e-09,1.6e-09,2.0e-06,1.1e-06,APO,"Otto Matic",14537,1982-04-24,2022-02-10,2729,2,0,0,.22095,,,,1.9e-14,2.4e-15,,,,
20003362,"  3362 Khufu (1984 QA)",3362,Khufu,,Y,Y,0,18.52,,,,,,,0.7,,0.21,,,,,,,,,,"JPL 24",2460000.5,60000,2023-02-25.0,J2000,0.4686,0.9895,0.526,9.92,152.42,55.05,119.11,1.45,1.001,2459881.54,2022-10-29.0,360,0.984,0.0131,5.1,3.52,6.02,5.7e-07,1.2e-08,5.7e-07,1.2e-05,5.8e-05,4.8e-05,2.0e-04,1.7e-08,1.8e-08,2.0e-04,6.4e-06,ATE,"Otto Matic",7394,1984-08-30,2004-11-27,262,,,1,.6347,,,,,,,,,
20003551,"  3551 Verenia (1983 RD)",3551,Verenia,,Y,N,0,16.71,,,,,,,0.9,,0.37,4.93,,0.839,0.481,,,V,,,"JPL 125",2460000.5,60000,2023-02-25.0,J2000,0.4874,2.092,1.073,9.51,173.78,193.29,7.72,3.11,0.3256,2459976.79,2023-02-01.2,1.11e+03,3.03,0.0729,28.4,2.35,3.58,7.4e-08,1.2e-08,1.6e-07,4.9e-06,3.1e-05,3.7e-05,4.4e-05,1.7e-08,2.7e-09,1.3e-04,9.3e-06,AMO,"Otto Matic",14175,1983-09-07,2022-06-29,570,,,0,.59499,,,,,,,,,
20003552,"  3552 Don Quixote (1983 SA)",3552,"Don Quixote",,Y,N,0,13.07,,,,,,,19.0,,0.03,6.665,,,,,D,D,,,"JPL 273",2460000.5,60000,2023-02-25.0,J2000,0.7081,4.265,1.245,31.09,349.93,316.60,196.33,7.28,0.1119,2461463.05,2027-02-26.5,3.22e+03,8.81,0.337,131,0.431,2.31,2.7e-08,2.0e-08,1.2e-07,5.2e-06,9.3e-06,9.1e-06,4.5e-06,3.5e-08,8.0e-10,4.9e-05,2.3e-05,AMO,"Otto Matic",14389,1983-09-10,2023-02-01,1376,,,0,.46245,,,,,,,,,
20003553,"  3553 Mera (1985 JA)",3553,Mera,,Y,N,0,16.43,,,,,,,,,,3.1944,,,,,,,,,"JPL 259",2460000.5,60000,2023-02-25.0,J2000,0.3201,1.645,1.118,36.78,232.49,288.94,9.22,2.17,0.4673,2459980.78,2023-02-05.2,770,2.11,0.294,115,3.18,4.02,3.5e-08,1.7e-09,5.8e-08,6.8e-06,6.4e-06,1.1e-05,9.9e-06,2.3e-09,7.4e-10,2.1e-05,1.2e-06,AMO,"Otto Matic",13945,1985-05-11,2023-07-16,1328,,,0,.4399,,,,,,,,,
20003554,"  3554 Amun (1986 EB)",3554,Amun,,Y,N,0,15.91,,,,,,,3.341,,0.074,2.53001,,0.707,0.235,,,,,0.02,"JPL 263",2460000.5,60000,2023-02-25.0,J2000,0.2807,0.974,0.701,23.36,358.61,359.42,331.36,1.25,1.025,2460028.43,2023-03-24.9,351,0.961,0.251,97.8,4.19,6.11,2.3e-08,1.3e-09,2.2e-08,2.0e-06,2.5e-06,8.7e-06,1.7e-05,1.7e-09,2.0e-09,1.6e-05,7.0e-07,ATE,"Otto Matic",11979,1986-03-04,2018-12-20,1692,,,0,.34675,,,,,,,,,
20003671,"  3671 Dionysus (1984 KD)",3671,Dionysus,,Y,Y,1,16.54,,,,,,,1.5,,0.16,2.7053,,,,,Cb,,,,"JPL 185",2460000.5,60000,2023-02-25.0,J2000,0.5410,2.199,1.009,13.53,82.07,204.30,310.24,3.39,0.3022,2460165.17,2023-08-08.6,1.19e+03,3.26,0.022,8.56,1.83,3.43,1.8e-08,1.5e-09,4.0e-08,4.0e-06,1.4e-05,1.4e-05,5.7e-06,2.2e-09,3.0e-10,1.9e-05,1.2e-06,APO,"Otto Matic",14295,1984-05-27,2023-07-17,999,,,0,.47858,,,,,,,,,
20003691,"  3691 Bede (1982 FT)",3691,Bede,,Y,N,0,14.96,,,,,,,4.3,,0.515,226.8,,,,,Xc,,,,"JPL 658",2460000.5,60000,2023-02-25.0,J2000,0.2841,1.775,1.270,20.36,348.74,234.92,95.07,2.28,0.4169,2459772.49,2022-07-11.9,863,2.36,0.352,137,2.83,3.98,6.5e-09,2.6e-09,1.1e-08,7.8e-07,1.7e-06,2.9e-06,3.5e-06,3.4e-09,9.3e-10,8.1e-06,1.9e-06,AMO,"Otto Matic",17263,1975-06-09,2022-09-13,7276,,,0,.27088,,,,,,,,,
20003752,"  3752 Camillo (1985 PA)",3752,Camillo,,Y,N,0,15.20,,,,,,,2.306,,0.210,37.846,,,,,,,,0.09,"JPL 455",2460000.5,60000,2023-02-25.0,J2000,0.3015,1.414,0.987,55.56,147.96,312.23,16.91,1.84,0.5864,2459971.66,2023-01-27.1,614,1.68,0.0786,30.6,3.38,4.24,1.6e-08,1.1e-09,2.2e-08,5.5e-06,1.7e-06,5.2e-06,4.6e-06,1.5e-09,7.0e-10,7.9e-06,7.4e-07,APO,"Otto Matic",17335,1976-01-28,2023-07-15,2581,4,4,0,.34782,,,,,,,,,
20003753,"  3753 Cruithne (1986 TO)",3753,Cruithne,,Y,N,0,15.49,,,,,,,2.071,,0.365,27.3099,,,,,Q,,,0.11,"JPL 241",2460000.5,60000,2023-02-25.0,J2000,0.5150,0.9977,0.484,19.80,126.21,43.87,75.42,1.51,0.989,2459924.24,2022-12-10.7,364,0.997,0.0706,27.5,3.51,5.92,3.9e-07,1.3e-09,3.8e-07,8.0e-06,6.6e-05,7.0e-05,2.6e-05,2.0e-09,2.0e-09,2.7e-05,7.3e-07,ATE,"Otto Matic",18154,1973-10-17,2023-07-01,1209,,,0,.36835,,,,,,,,,
20003757,"  3757 Anagolay (1982 XB)",3757,Anagolay,,Y,Y,0,19.04,,,,,,,0.5,,0.18,9.012,,0.859,0.522,,,S,,,"JPL 54",2460000.5,60000,2023-02-25.0,J2000,0.4456,1.835,1.017,3.87,74.93,17.22,55.76,2.65,0.3965,2459859.88,2022-10-07.3,908,2.49,0.0368,14.3,2.58,3.9,5.2e-08,2.3e-09,9.5e-08,6.3e-06,6.5e-05,6.9e-05,1.2e-05,3.3e-09,7.5e-10,3.1e-05,1.7e-06,AMO,"Otto Matic",14759,1982-12-14,2023-05-12,198,0,2,0,.71169,,,,,,,,,
20003838,"  3838 Epona (1986 WA)",3838,Epona,,Y,N,0,15.71,,,,,,,,,,2.3812,,,,,,,,,"JPL 153",2460000.5,60000,2023-02-25.0,J2000,0.7023,1.505,0.448,29.20,235.47,49.73,265.46,2.56,0.5338,2460177.60,2023-08-21.1,674,1.85,0.159,62,2.88,4.13,7.5e-08,3.4e-09,1.1e-07,8.7e-06,9.8e-06,1.0e-05,9.1e-06,5.8e-09,1.8e-09,1.8e-05,2.3e-06,APO,"Otto Matic",13252,1986-11-30,2023-03-13,878,,,0,.5099,,,,,,,,,
20003908,"  3908 Nyx (1980 PA)",3908,Nyx,,Y,N,0,17.46,,,,,,,1.0,,0.23,4.42601,,,,,V,V,,0.15,"JPL 239",2460000.5,60000,2023-02-25.0,J2000,0.4594,1.927,1.042,2.19,261.21,126.63,304.73,2.81,0.3683,2460150.54,2023-07-25.0,977,2.68,0.0552,21.5,2.65,3.78,2.3e-09,2.0e-09,4.6e-09,7.0e-07,2.5e-05,2.5e-05,2.6e-06,2.9e-09,5.6e-10,7.2e-06,1.5e-06,AMO,"Otto Matic",15264,1980-08-06,2022-05-22,1947,15,1,0,.46124,,,,1.2e-14,2.2e-15,,,,
20003988,"  3988 Huma (1986 LA)",3988,Huma,,Y,N,0,17.95,,,,,,,0.7,,,10.53,,,,,,,,,"JPL 140",2460000.5,60000,2023-02-25.0,J2000,0.3166,1.545,1.056,10.77,229.79,86.96,8.21,2.03,0.5135,2459984.51,2023-02-09.0,701,1.92,0.178,69.2,3.31,4.38,3.4e-08,3.6e-09,5.3e-08,5.4e-06,2.3e-05,2.5e-05,1.1e-05,4.8e-09,1.8e-09,2.2e-05,2.5e-06,AMO,"Otto Matic",13056,1986-06-04,2022-03-03,562,,,0,.44362,,,,,,,,,
20004015,"  4015 Wilson-Harrington (1979 VA)",4015,Wilson-Harrington,,Y,Y,0,16.18,,,,,,,4,,0.05,3.5736,,0.666,0.279,,,CF,,0.50,"JPL 323",2460000.5,60000,2023-02-25.0,J2000,0.6317,2.624,0.967,2.80,266.77,95.45,42.73,4.28,0.2318,2459816.16,2022-08-24.6,1.55e+03,4.25,0.0426,16.6,1.23,3.08,2.4e-08,3.3e-09,6.4e-08,4.0e-06,6.8e-05,6.8e-05,2.1e-06,5.4e-09,4.4e-10,9.1e-06,2.9e-06,APO,"Otto Matic",26813,1949-11-19,2023-04-18,1520,,,0,.40981,,,,,,,,,
20004034,"  4034 Vishnu (1986 PA)",4034,Vishnu,,Y,Y,0,18.52,,,,,,,0.42,,0.52,44.4,,,,,O,,,,"JPL 116",2460000.5,60000,2023-02-25.0,J2000,0.4440,1.06,0.589,11.17,157.90,296.70,78.21,1.53,0.9036,2459913.95,2022-11-30.4,398,1.09,0.0191,7.43,3.69,5.7,5.7e-08,4.9e-09,6.3e-08,5.3e-06,1.8e-05,1.7e-05,1.2e-05,7.0e-09,6.2e-09,1.3e-05,2.7e-06,APO,"Otto Matic",13162,1986-08-02,2022-08-15,686,0,1,0,.41622,,,,-4.0e-14,6.7e-15,,,,
20004055,"  4055 Magellan (1985 DO2)",4055,Magellan,,Y,N,0,14.96,,,,,,,2.49,,0.31,7.475,,,,,V,V,,,"JPL 769",2460000.5,60000,2023-02-25.0,J2000,0.3262,1.82,1.227,23.26,164.82,154.44,26.43,2.41,0.4013,2459934.64,2022-12-21.1,897,2.46,0.238,92.8,3.01,3.89,6.1e-09,2.3e-09,1.1e-08,6.3e-07,3.0e-06,3.8e-06,2.8e-06,3.1e-09,7.7e-10,6.8e-06,1.7e-06,AMO,"Otto Matic",13710,1985-01-21,2022-08-05,10221,,,0,.2665,,,,,,,,,
20004179,"  4179 Toutatis (1989 AC)",4179,Toutatis,,Y,Y,0,15.31,0.10,,,,,,5.4,1.70x2.03x4.26,0.405,176.,,,,,Sk,,,,"JPL 627",2460000.5,60000,2023-02-25.0,J2000,0.6246,2.544,0.955,0.45,125.30,277.89,194.00,4.13,0.2428,2460684.10,2025-01-08.6,1.48e+03,4.06,0.00656,2.55,1.29,3.14,1.3e-09,4.9e-10,3.6e-09,1.7e-07,2.2e-05,2.2e-05,2.8e-07,8.0e-10,7.0e-11,1.4e-06,4.3e-07,APO,"Otto Matic",32632,1934-02-10,2023-06-15,6656,35,28,0,.27505,,-3.1e-13,9.3e-14,-7.7e-15,9.7e-16,,,,
20004183,"  4183 Cuno (1959 LM)",4183,Cuno,,Y,Y,0,14.18,,,,,,,3.651,,0.097,3.5595,,,,,Sq,,,0.10,"JPL 598",2460000.5,60000,2023-02-25.0,J2000,0.6360,1.981,0.721,6.67,294.35,237.04,323.78,3.24,0.3534,2460102.97,2023-06-07.4,1.02e+03,2.79,0.0282,11,1.79,3.57,3.6e-09,6.7e-10,6.8e-09,1.3e-07,1.2e-06,1.2e-06,1.3e-06,1.1e-09,1.8e-10,3.7e-06,5.1e-07,APO,"Otto Matic",23407,1959-06-05,2023-07-06,3298,1,0,0,.40795,,,,,,,,,
20004197,"  4197 Morpheus (1982 TA)",4197,Morpheus,,Y,N,0,15.03,,,,,,,1.8,,0.37,3.538,,,,,Sq,,,,"JPL 162",2460000.5,60000,2023-02-25.0,J2000,0.7724,2.294,0.522,12.60,7.01,122.57,186.91,4.07,0.2836,2460610.79,2024-10-27.2,1.27e+03,3.48,0.0983,38.3,1.27,3.09,2.3e-08,2.6e-09,5.2e-08,4.2e-06,9.6e-06,1.0e-05,4.0e-06,4.6e-09,4.8e-10,1.5e-05,2.2e-06,APO,"Otto Matic",24822,1954-09-03,2022-08-19,1003,4,2,0,.47732,,,,,,,,,
20004257,"  4257 Ubasti (1987 QA)",4257,Ubasti,,Y,N,0,16.07,,,,,,,,,,4.4,,,,,,,,,"JPL 225",2460200.5,60200,2023-09-13.0,J2000,0.4683,1.647,0.876,40.72,169.16,278.92,334.47,2.42,0.4662,2460255.25,2023-11-06.7,772,2.11,0.169,65.7,3.37,3.91,4.7e-08,5.3e-09,7.7e-08,4.7e-06,9.6e-06,1.1e-05,1.8e-05,7.9e-09,2.3e-09,3.9e-05,3.8e-06,APO,"Otto Matic",13109,1987-08-23,2023-07-14,990,,,0,.51196,,,,,,,,,
20004341,"  4341 Poseidon (1987 KF)",4341,Poseidon,,Y,N,0,16.08,,,,,,,3.177,,0.054,6.262,,,,,O,,,0.65,"JPL 171",2460000.5,60000,2023-02-25.0,J2000,0.6800,1.834,0.587,11.84,108.04,15.84,165.89,3.08,0.3969,2459582.55,2022-01-03.0,907,2.48,0.194,75.6,2.03,3.69,5.2e-09,2.4e-09,9.5e-09,1.5e-06,3.4e-06,2.5e-06,2.9e-06,4.0e-09,7.8e-10,6.7e-06,1.8e-06,APO,"Otto Matic",13204,1987-05-29,2023-07-23,794,,,0,.51253,,,,,,,,,
20004401,"  4401 Aditi (1985 TB)",4401,Aditi,,Y,N,0,16.12,,,,,,,1.801,,0.343,6.67,,,,,,,,0.54,"JPL 221",2460000.5,60000,2023-02-25.0,J2000,0.5632,2.583,1.129,26.63,22.79,68.12,351.15,4.04,0.2374,2460037.77,2023-04-03.2,1.52e+03,4.15,0.334,130,2.24,3.06,2.6e-08,7.9e-09,6.6e-08,8.6e-06,9.1e-06,1.2e-05,4.8e-06,1.2e-08,1.1e-09,2.0e-05,7.0e-06,AMO,"Otto Matic",13625,1985-10-14,2023-02-02,1245,,,0,.45185,,,,,,,,,
20004450,"  4450 Pan (1987 SY)",4450,Pan,,Y,Y,0,17.28,,,,,,,,,,56.48,,,,,,,,,"JPL 259",2460000.5,60000,2023-02-25.0,J2000,0.5867,1.442,0.596,5.52,311.77,291.84,210.79,2.29,0.5691,2460262.67,2023-11-14.1,633,1.73,0.0285,11.1,2.76,4.46,2.0e-08,2.6e-09,2.8e-08,3.3e-06,2.0e-05,2.0e-05,9.4e-06,4.1e-09,1.5e-09,1.7e-05,1.7e-06,APO,"Otto Matic",31367,1937-02-06,2022-12-24,1513,1,0,0,.436,,,,,,,,,
20004486,"  4486 Mithra (1987 SB)",4486,Mithra,,Y,Y,0,15.62,,,,,,,1.849,"2.35 x 1.65 x 1.44",0.297,67.5,,,,,,,,0.02,"JPL 312",2460000.5,60000,2023-02-25.0,J2000,0.6625,2.2,0.743,3.04,82.24,168.89,336.11,3.66,0.302,2460079.60,2023-05-15.1,1.19e+03,3.26,0.0463,18,1.4,3.34,1.5e-08,1.2e-09,3.4e-08,1.8e-06,5.1e-05,5.1e-05,2.1e-06,2.0e-09,2.4e-10,6.9e-06,9.6e-07,APO,"Otto Matic",13316,1987-01-29,2023-07-15,1466,8,9,0,.42133,,,,,,,,,
20004487,"  4487 Pocahontas (1987 UA)",4487,Pocahontas,,Y,N,0,17.49,,,,,,,,,,,,,,,,,,,"JPL 188",2460000.5,60000,2023-02-25.0,J2000,0.2966,1.731,1.217,16.41,198.11,173.98,196.07,2.24,0.4329,2460379.16,2024-03-09.6,832,2.28,0.218,84.9,3.22,4.06,4.1e-08,3.5e-09,7.2e-08,4.6e-06,1.2e-05,1.4e-05,1.0e-05,4.5e-09,1.3e-09,2.4e-05,2.5e-06,AMO,"Otto Matic",13058,1987-09-24,2023-06-25,776,,,0,.4958,,,,,,,,,
20004503,"  4503 Cleobulus (1989 WM)",4503,Cleobulus,,Y,N,0,15.82,,,,,,,,,,2.8164,,,,,Sq,,,,"JPL 213",2460000.5,60000,2023-02-25.0,J2000,0.5243,2.704,1.286,2.51,45.96,76.25,154.69,4.12,0.2217,2459302.74,2021-03-29.2,1.62e+03,4.45,0.305,119,1,3.15,2.8e-08,6.4e-09,7.7e-08,4.9e-06,7.8e-05,7.9e-05,6.8e-06,9.8e-09,7.9e-10,2.9e-05,5.8e-06,AMO,"Otto Matic",14766,1980-12-30,2021-06-04,1247,,,0,.50531,,,,,,,,,
20004544,"  4544 Xanthus (1989 FB)",4544,Xanthus,,Y,N,0,17.40,,,,,,,1.3,,,37.65,,,,,,,,,"JPL 317",2460000.5,60000,2023-02-25.0,J2000,0.2502,1.042,0.781,14.14,23.96,333.86,158.44,1.30,0.9267,2459829.53,2022-09-07.0,388,1.06,0.174,67.8,4.15,5.83,4.6e-08,1.3e-09,4.8e-08,5.0e-06,7.4e-06,1.5e-05,2.0e-05,1.7e-09,1.8e-09,2.1e-05,7.4e-07,APO,"Otto Matic",12490,1989-03-30,2023-06-10,1801,0,1,0,.34592,,,,,,,,,
20004581,"  4581 Asclepius (1989 FC)",4581,Asclepius,,Y,Y,0,20.74,,,,,,,,,,8.008,,,,,,,,,"JPL 112",2460000.5,60000,2023-02-25.0,J2000,0.3569,1.023,0.658,4.92,180.21,255.36,0.25,1.39,0.9531,2460000.24,2023-02-24.7,378,1.03,0.00349,1.36,3.88,5.91,6.0e-08,4.8e-09,5.9e-08,2.5e-06,2.0e-05,2.0e-05,1.9e-05,6.5e-09,6.7e-09,2.0e-05,2.7e-06,APO,"Otto Matic",11706,1989-03-31,2021-04-18,424,2,2,0,.47405,,,,-3.6e-14,6.0e-15,,,,
20004596,"  4596 (1981 QB)",4596,,,Y,N,0,16.46,,,,,,,,,,2.49101,,,,,,,,,"JPL 120",2460000.5,60000,2023-02-25.0,J2000,0.5199,2.24,1.075,37.07,154.22,248.37,113.83,3.40,0.294,2459613.38,2022-02-02.8,1.22e+03,3.35,0.296,115,2.88,3.22,6.6e-08,6.5e-09,1.5e-07,1.0e-05,9.5e-06,1.4e-05,1.2e-05,9.8e-09,1.3e-09,4.0e-05,5.3e-06,AMO,"Otto Matic",15205,1981-08-28,2023-04-15,899,,,0,.40372,,,,,,,,,
20004660,"  4660 Nereus (1982 DB)",4660,Nereus,,Y,Y,0,18.75,,,,,,,0.33,,0.55,15.1749,,,,,Xe,,,0.05,"JPL 267",2460000.5,60000,2023-02-25.0,J2000,0.3588,1.485,0.952,1.45,313.14,159.52,225.22,2.02,0.5446,2460247.98,2023-10-30.4,661,1.81,0.00404,1.57,3.11,4.5,6.7e-10,2.8e-09,2.7e-09,1.7e-07,9.1e-06,9.9e-06,4.9e-07,3.8e-09,1.5e-09,1.5e-06,1.9e-06,APO,"Otto Matic",14853,1981-09-30,2022-05-31,4952,20,17,0,.20722,,,,1.4e-14,6.6e-15,,,,
20004688,"  4688 (1980 WF)",4688,,,Y,N,0,19.60,,,,,,,0.6,,0.18,,,0.930,0.463,,V,QU,,,"JPL 71",2460000.5,60000,2023-02-25.0,J2000,0.5179,2.232,1.076,6.38,241.23,213.82,228.01,3.39,0.2955,2460447.08,2024-05-16.5,1.22e+03,3.33,0.107,41.8,1.86,3.44,4.0e-08,5.6e-09,9.0e-08,5.0e-06,2.8e-05,3.2e-05,6.4e-06,8.5e-09,1.1e-09,2.3e-05,4.6e-06,AMO,"Otto Matic",14739,1980-11-29,2021-04-07,332,,,0,.43788,,,,-3.8e-14,8.0e-15,,,,
20004769,"  4769 Castalia (1989 PB)",4769,Castalia,,Y,Y,0,17.50,,,,,,,1.4,,0.092,4.095,,,,,,,,,"JPL 104",2460200.5,60200,2023-09-13.0,J2000,0.4832,1.063,0.549,8.88,325.53,121.43,324.42,1.58,0.8992,2460240.07,2023-10-22.5,400,1.1,0.0204,7.95,3.67,5.68,6.7e-09,1.7e-09,6.4e-09,4.4e-07,3.3e-06,3.7e-06,7.4e-06,2.6e-09,2.2e-09,8.3e-06,9.8e-07,APO,"Otto Matic",12411,1989-08-01,2023-07-25,396,8,7,0,.47703,,,,-7.5e-15,1.7e-15,,,,
20004947,"  4947 Ninkasi (1988 TJ1)",4947,Ninkasi,,Y,N,0,18.08,,,,,,,,,,21.1,,,,,Sq,,,,"JPL 198",2460000.5,60000,2023-02-25.0,J2000,0.1684,1.37,1.139,15.65,215.43,192.93,135.81,1.60,0.6145,2459779.50,2022-07-19.0,586,1.6,0.149,57.9,3.77,4.77,3.7e-08,4.0e-09,5.1e-08,3.9e-06,9.1e-06,1.5e-05,1.6e-05,4.6e-09,2.7e-09,2.6e-05,2.6e-06,AMO,"Otto Matic",16577,1978-02-17,2023-07-08,823,,,0,.40164,,,,-3.3e-14,7.8e-15,,,,
20004953,"  4953 (1990 MU)",4953,,,Y,Y,0,14.95,,,,,,,,,,14.218,,,,,,,,,"JPL 320",2460000.5,60000,2023-02-25.0,J2000,0.6574,1.621,0.555,24.38,77.53,77.95,358.51,2.69,0.4774,2460003.63,2023-02-28.1,754,2.06,0.0251,9.77,2.73,3.98,4.7e-08,1.9e-09,7.6e-08,5.0e-06,1.4e-05,1.3e-05,5.5e-06,3.1e-09,8.4e-10,1.2e-05,1.3e-06,APO,"Otto Matic",17877,1974-07-21,2023-07-01,2323,0,2,0,.33315,,,,,,,,,
20004954,"  4954 Eric (1990 SQ)",4954,Eric,,Y,N,0,12.56,,,,,,,10.8,,0.176,12.056,,,,,S,,,,"JPL 693",2460000.5,60000,2023-02-25.0,J2000,0.4492,2.002,1.103,17.43,358.42,52.57,139.11,2.90,0.348,2459600.81,2022-01-21.3,1.03e+03,2.83,0.194,75.5,2.7,3.66,2.8e-08,3.2e-09,5.6e-08,4.7e-06,9.8e-06,1.1e-05,6.3e-06,4.7e-09,8.5e-10,1.7e-05,2.5e-06,AMO,"Otto Matic",17576,1975-06-07,2023-07-21,4073,,,0,.37039,,,,,,,,,
20004957,"  4957 Brucemurray (1990 XJ)",4957,Brucemurray,,Y,N,0,15.13,,,,,,,3.499,,0.132,2.892,,,,,S,,,0.10,"JPL 187",2460000.5,60000,2023-02-25.0,J2000,0.2188,1.566,1.223,35.01,254.88,97.49,208.55,1.91,0.5032,2460301.50,2023-12-22.9,715,1.96,0.424,165,3.6,4.2,1.9e-07,9.7e-09,3.0e-07,9.6e-06,1.4e-05,4.0e-05,6.2e-05,1.2e-08,4.7e-09,1.3e-04,6.6e-06,AMO,"Otto Matic",17294,1976-03-11,2023-07-17,1859,,,0,.33303,,,,,,,,,
20005011,"  5011 Ptah (6743 P-L)",5011,Ptah,,Y,Y,0,16.71,,,,,,,,,,56.3,,,,,,,,,"JPL 154",2460000.5,60000,2023-02-25.0,J2000,0.5001,1.636,0.818,7.41,10.64,105.95,251.08,2.45,0.4711,2460231.74,2023-10-14.2,764,2.09,0.0246,9.59,2.7,4.14,5.8e-08,8.2e-09,9.2e-08,3.9e-06,3.2e-05,3.2e-05,2.4e-05,1.2e-08,3.5e-09,5.3e-05,5.7e-06,APO,"Otto Matic",22522,1960-09-24,2022-05-24,629,,,0,.5013,,,,,,,,,
20005131,"  5131 (1990 BG)",5131,,,Y,N,0,14.86,,,,,,,,,,37.2,,,,,S,,,,"JPL 369",2460000.5,60000,2023-02-25.0,J2000,0.5690,1.486,0.641,36.43,110.38,135.83,31.68,2.33,0.544,2459942.27,2022-12-28.7,662,1.81,0.275,107,3.02,4.21,1.9e-08,3.0e-09,2.9e-08,1.4e-06,2.0e-06,2.3e-06,5.1e-06,4.7e-09,1.6e-09,9.2e-06,2.0e-06,APO,"Otto Matic",15791,1978-12-06,2022-03-01,2066,,,0,.46872,,,,,,,,,
20005143,"  5143 Heracles (1991 VL)",5143,Heracles,,Y,N,1,14.10,,,,,,,4.843,,0.227,2.7063,,,,,O,,,0.38,"JPL 674",2460200.5,60200,2023-09-13.0,J2000,0.7713,1.835,0.420,8.98,309.19,228.14,246.94,3.25,0.3964,2460485.71,2024-06-24.2,908,2.49,0.0577,22.5,1.8,3.58,2.7e-08,3.5e-09,4.9e-08,3.0e-06,2.2e-05,2.1e-05,2.8e-06,6.2e-09,1.1e-09,7.5e-06,2.6e-06,APO,"Otto Matic",25420,1953-11-30,2023-07-06,3796,1,0,0,.38415,,,,,,,,,
20005189,"  5189 (1990 UQ)",5189,,,Y,Y,0,17.84,,,,,,,,,,6.653,,,,,,,,,"JPL 298",2460000.5,60000,2023-02-25.0,J2000,0.4780,1.552,0.810,3.58,135.07,159.95,311.68,2.29,0.5098,2460095.28,2023-05-30.7,706,1.93,0.0449,17.5,2.93,4.31,1.0e-08,2.3e-09,1.6e-08,5.5e-07,4.2e-05,4.2e-05,8.4e-07,3.4e-09,1.1e-09,1.8e-06,1.6e-06,APO,"Otto Matic",11884,1990-10-20,2023-05-04,1585,4,1,0,.39406,,,,,,,,,
20005324,"  5324 Lyapunov (1987 SL)",5324,Lyapunov,,Y,N,0,15.43,,,,,,,,,,,,,,,,,,,"JPL 61",2460000.5,60000,2023-02-25.0,J2000,0.6047,2.984,1.180,19.62,352.25,321.14,347.12,4.79,0.1912,2460067.89,2023-05-03.3,1.88e+03,5.16,0.229,89.2,1,2.88,7.8e-08,2.9e-08,2.3e-07,1.5e-05,2.1e-05,2.6e-05,2.3e-05,4.6e-08,2.8e-09,1.2e-04,2.7e-05,AMO,"Otto Matic",13091,1987-09-19,2023-07-23,254,,,0,.60613,,,,,,,,,
